! Day# Year Month Day  MeanTemp(F) MinTemp MaxTemp  MeanTd(F) MinTd MaxTd  MeanRH MinRH MaxRH  MeanWS(mph) MaxWS  MeanPres(mb) MinPres MaxPres  Rain(inch)
  4326 2017     6  14         71.4    52.5    85.7       35.5  27.6  43.2    29.1  13.0  58.0          6.0    43           0.0 1000000.0 -1000000.0        0.00
  4327 2017     6  15         73.4    54.5    87.3       38.1  28.6  45.7    29.0  13.0  57.0          5.0    27           0.0 1000000.0 -1000000.0        0.00
  4328 2017     6  16         76.6    56.6    91.6       39.6  32.9  48.3    28.8  13.0  52.0          6.3    37           0.0 1000000.0 -1000000.0        0.00
  4329 2017     6  17         69.8    60.7    79.8       48.1  38.7  57.2    47.3  25.0  61.0          4.8    25           0.0 1000000.0 -1000000.0        0.00
  4330 2017     6  18         70.3    57.7    83.1       46.9  43.6  51.9    45.4  26.0  72.0          3.1    20           0.0 1000000.0 -1000000.0        0.00
  4331 2017     6  19         71.1    57.2    84.1       46.8  42.5  51.9    43.2  28.0  64.0          4.6    15           0.0 1000000.0 -1000000.0        0.04
  4332 2017     6  20         78.1    56.0    93.6       48.1  38.6  61.5    39.2  15.0  76.0          4.0    45           0.0 1000000.0 -1000000.0        0.06
  4333 2017     6  21         84.1    64.9    96.3       42.5  32.3  51.5    25.1  11.0  61.0          6.7    34           0.0 1000000.0 -1000000.0        0.00
  4334 2017     6  22         76.4    61.4    91.5       47.1  37.0  54.7    37.9  18.0  75.0          5.7    30           0.0 1000000.0 -1000000.0        0.03
  4335 2017     6  23         56.0    49.3    65.7       48.0  43.6  56.1    74.8  62.0  89.0          3.9    30           0.0 1000000.0 -1000000.0        0.17
  4336 2017     6  24         61.7    48.2    73.0       48.0  43.2  51.3    63.0  41.0  90.0          3.1    13           0.0 1000000.0 -1000000.0        0.01
  4337 2017     6  25         61.8    52.3    70.8       51.3  47.9  54.2    69.3  51.0  88.0          2.6    13           0.0 1000000.0 -1000000.0        0.00
  4338 2017     6  26         69.9    49.8    84.8       49.7  45.8  55.3    52.7  27.0  90.0          3.0    14           0.0 1000000.0 -1000000.0        0.00
  4339 2017     6  27         74.8    53.6    94.1       42.6  20.3  61.2    42.2   8.0  82.0          5.9    43           0.0 1000000.0 -1000000.0        0.01
  4340 2017     6  28         72.1    56.1    86.5       44.3  37.2  50.8    39.8  21.0  71.0          3.4    19           0.0 1000000.0 -1000000.0        0.01
  4341 2017     6  29         69.6    54.3    81.8       44.7  36.8  50.8    42.5  25.0  81.0          4.2    21           0.0 1000000.0 -1000000.0        0.03
  4342 2017     6  30         62.0    54.3    73.0       47.8  45.2  51.3    61.4  38.0  85.0          3.4    15           0.0 1000000.0 -1000000.0        0.01
  4343 2017     7   1         71.0    53.2    84.5       43.8  37.5  49.5    40.8  19.0  76.0          4.3    15           0.0 1000000.0 -1000000.0        0.03
  4344 2017     7   2         74.3    54.7    88.8       42.5  32.0  53.6    34.4  16.0  65.0          4.4    35           0.0 1000000.0 -1000000.0        0.00
  4345 2017     7   3         73.3    57.0    88.0       46.4  35.6  55.7    41.0  16.0  72.0          4.6    46           0.0 1000000.0 -1000000.0        0.04
  4346 2017     7   4         74.8    55.5    89.9       45.4  34.1  54.0    38.6  14.0  74.0          3.8    38           0.0 1000000.0 -1000000.0        0.01
  4347 2017     7   5         78.6    55.3    95.2       43.6  36.2  55.4    31.9  13.0  64.0          3.6    19           0.0 1000000.0 -1000000.0        0.00
  4348 2017     7   6         77.6    58.4    94.2       46.8  37.0  53.5    36.5  15.0  66.0          3.5    23           0.0 1000000.0 -1000000.0        0.04
  4349 2017     7   7         73.1    63.8    82.7       50.9  43.6  57.8    46.2  31.0  65.0          3.7    16           0.0 1000000.0 -1000000.0        0.00
  4350 2017     7   8         73.0    58.2    85.5       50.3  44.4  54.4    46.2  30.0  71.0          3.9    18           0.0 1000000.0 -1000000.0        0.03
  4351 2017     7   9         77.4    59.3    91.9       46.1  40.1  53.3    35.6  17.0  63.0          4.2    28           0.0 1000000.0 -1000000.0        0.00
  4352 2017     7  10         77.5    61.9    91.8       49.1  40.4  59.1    39.1  20.0  66.0          3.4    34           0.0 1000000.0 -1000000.0        0.02
  4353 2017     7  11         78.5    62.9    91.7       51.1  41.8  58.7    41.3  19.0  69.0          3.7    24           0.0 1000000.0 -1000000.0        0.00
  4354 2017     7  12         69.6    61.6    74.1       56.2  48.8  62.8    63.4  42.0  87.0          2.7    14           0.0 1000000.0 -1000000.0        0.04
  4355 2017     7  13         72.4    56.0    86.1       53.6  46.5  60.5    54.8  27.0  86.0          3.4    16           0.0 1000000.0 -1000000.0        0.00
  4356 2017     7  14         73.7    57.7    86.3       53.4  48.9  57.0    51.6  29.0  79.0          3.2    24           0.0 1000000.0 -1000000.0        0.03
  4357 2017     7  15         70.0    59.7    83.1       54.3  47.1  60.2    59.2  31.0  77.0          3.8    26           0.0 1000000.0 -1000000.0        0.00
  4358 2017     7  16         72.4    55.5    85.2       51.9  46.0  56.8    50.6  33.0  80.0          3.1    18           0.0 1000000.0 -1000000.0        0.04
  4359 2017     7  17         76.0    58.6    90.2       50.7  43.1  60.3    44.8  21.0  76.0          4.2    35           0.0 1000000.0 -1000000.0        0.00
  4360 2017     7  18         78.0    62.6    90.4       51.2  44.5  57.7    41.1  25.0  64.0          4.2    28           0.0 1000000.0 -1000000.0        0.03
  4361 2017     7  19         78.7    63.1    96.1       51.7  42.7  57.2    41.8  17.0  68.0          4.6    37           0.0 1000000.0 -1000000.0        0.00
  4362 2017     7  20         77.0    62.6    86.3       53.3  47.0  61.0    45.3  29.0  72.0          3.8    32           0.0 1000000.0 -1000000.0        0.01
  4363 2017     7  21         73.7    62.6    91.0       54.3  48.9  63.9    54.7  24.0  84.0          4.5    28           0.0 1000000.0 -1000000.0        0.09
  4364 2017     7  22         74.4    59.1    86.1       53.7  47.5  59.3    52.1  28.0  87.0          2.9    18           0.0 1000000.0 -1000000.0        0.01
  4365 2017     7  23         74.9    58.6    90.1       51.2  44.8  56.6    47.2  21.0  79.0          2.7    18           0.0 1000000.0 -1000000.0        0.01
  4366 2017     7  24         77.4    57.6    93.1       49.2  42.0  56.7    41.0  18.0  71.0          2.8    30           0.0 1000000.0 -1000000.0        0.01
  4367 2017     7  25         73.0    62.6    91.7       55.8  48.5  63.2    58.2  26.0  89.0          3.6    26           0.0 1000000.0 -1000000.0        0.04
  4368 2017     7  26         68.8    63.2    77.3       60.4  56.8  63.7    75.3  57.0  94.0          3.1    24           0.0 1000000.0 -1000000.0        0.43
  4369 2017     7  27         72.5    58.3    85.3       60.0  52.7  63.8    67.5  43.0  94.0          3.1    16           0.0 1000000.0 -1000000.0        0.00
  4370 2017     7  28         73.3    61.0    87.4       57.3  47.9  63.7    59.4  32.0  82.0          4.8    37           0.0 1000000.0 -1000000.0        0.30
  4371 2017     7  29         70.8    65.6    78.9       59.3  50.8  63.4    68.1  38.0  89.0          2.6    19           0.0 1000000.0 -1000000.0        0.00
  4372 2017     7  30         70.5    60.5    80.4       57.2  52.5  60.8    64.0  43.0  86.0          2.6    26           0.0 1000000.0 -1000000.0        0.02
  4373 2017     7  31         73.0    56.6    85.9       51.9  45.4  56.8    51.7  26.0  90.0          3.2    19           0.0 1000000.0 -1000000.0        0.01
  4374 2017     8   1         74.3    59.6    86.2       46.4  36.0  54.3    40.0  18.0  71.0          3.9    22           0.0 1000000.0 -1000000.0        0.00
  4375 2017     8   2         70.2    55.3    83.6       49.0  37.8  54.8    48.5  29.0  76.0          3.9    22           0.0 1000000.0 -1000000.0        0.00
  4376 2017     8   3         59.7    55.4    67.8       53.3  50.9  56.4    79.7  57.0  88.0          4.2    23           0.0 1000000.0 -1000000.0        0.04
  4377 2017     8   4         68.7    54.4    84.8       53.6  44.8  61.8    61.6  35.0  89.0          4.0    32           0.0 1000000.0 -1000000.0        0.04
  4378 2017     8   5         67.0    56.4    81.4       52.5  38.1  58.2    62.4  23.0  93.0          3.1    31           0.0 1000000.0 -1000000.0        0.04
  4379 2017     8   6         62.6    52.5    70.8       55.5  50.4  58.8    78.2  62.0  94.0          2.6    16           0.0 1000000.0 -1000000.0        0.13
  4380 2017     8   7         57.6    55.1    62.3       55.4  53.4  56.8    92.3  73.0  95.0          4.4    15           0.0 1000000.0 -1000000.0        0.07
  4381 2017     8   8         63.5    54.2    71.7       54.1  48.6  58.7    72.2  48.0  95.0          3.1    23           0.0 1000000.0 -1000000.0        0.11
  4382 2017     8   9         63.7    53.7    74.9       52.0  48.5  55.9    67.3  42.0  88.0          3.8    25           0.0 1000000.0 -1000000.0        0.00
  4383 2017     8  10         61.4    54.9    72.7       54.8  50.1  61.4    80.4  55.0  95.0          2.9    33           0.0 1000000.0 -1000000.0        0.15
  4384 2017     8  11         64.5    52.5    77.4       55.9  49.8  60.8    75.2  52.0  95.0          3.2    16           0.0 1000000.0 -1000000.0        0.00
  4385 2017     8  12         67.2    53.5    80.5       54.5  44.1  62.2    66.6  28.0  93.0          3.1    29           0.0 1000000.0 -1000000.0        0.00
  4386 2017     8  13         70.0    55.0    84.6       52.0  45.5  59.5    55.8  27.0  87.0          3.0    18           0.0 1000000.0 -1000000.0        0.00
  4387 2017     8  14         71.4    56.4    85.9       48.9  43.5  57.2    47.2  24.0  78.0          4.1    28           0.0 1000000.0 -1000000.0        0.00
  4388 2017     8  15         66.8    54.8    81.1       51.5  40.8  56.2    60.8  27.0  83.0          4.0    31           0.0 1000000.0 -1000000.0        0.02
  4389 2017     8  16         64.3    55.5    77.5       52.4  46.6  58.7    67.0  42.0  87.0          2.5    12           0.0 1000000.0 -1000000.0        0.08
  4390 2017     8  17         70.7    53.8    84.9       44.1  35.1  53.5    42.5  19.0  77.0          4.1    25           0.0 1000000.0 -1000000.0        0.00
  4391 2017     8  18         70.5    50.5    85.7       46.9  40.4  52.8    45.9  25.0  80.0          3.2    19           0.0 1000000.0 -1000000.0        0.02
  4392 2017     8  19         75.6    56.2    93.5       44.3  29.8  56.1    37.7  11.0  72.0          4.4    30           0.0 1000000.0 -1000000.0        0.00
  4393 2017     8  20         75.9    57.3    86.0       42.4  34.6  51.6    31.9  18.0  63.0          4.2    19           0.0 1000000.0 -1000000.0        0.00
  4394 2017     8  21         72.7    57.1    83.5       47.8  39.9  54.0    43.3  25.0  73.0          2.5    16           0.0 1000000.0 -1000000.0        0.03
  4395 2017     8  22         69.5    57.1    81.8       52.8  44.9  60.3    56.5  38.0  80.0          3.8    26           0.0 1000000.0 -1000000.0        0.00
  4396 2017     8  23         70.5    61.1    85.6       49.3  42.6  57.9    49.2  24.0  71.0          4.8    37           0.0 1000000.0 -1000000.0        0.00
  4397 2017     8  24         68.8    55.3    83.4       46.3  41.6  52.5    46.0  24.0  71.0          6.8    35           0.0 1000000.0 -1000000.0        0.02
  4398 2017     8  25         73.9    53.4    88.4       44.4  38.4  51.9    37.5  18.0  70.0          4.4    20           0.0 1000000.0 -1000000.0        0.01
  4399 2017     8  26         74.6    55.7    89.4       45.2  36.8  53.0    38.2  16.0  69.0          3.1    15           0.0 1000000.0 -1000000.0        0.00
  4400 2017     8  27         74.2    60.0    84.2       43.8  38.3  51.0    34.7  21.0  58.0          4.0    19           0.0 1000000.0 -1000000.0        0.00
  4401 2017     8  28         72.3    54.4    88.8       46.4  38.7  54.2    43.6  18.0  75.0          2.6    16           0.0 1000000.0 -1000000.0        0.01
  4402 2017     8  29         72.7    54.1    89.9       44.7  35.2  50.3    40.5  17.0  72.0          3.4    22           0.0 1000000.0 -1000000.0        0.00
  4403 2017     8  30         70.6    54.6    85.7       46.3  41.5  51.8    44.8  23.0  73.0          2.6    14           0.0 1000000.0 -1000000.0        0.02
  4404 2017     8  31         68.9    54.3    82.3       49.8  46.2  55.1    52.9  31.0  78.0          3.0    28           0.0 1000000.0 -1000000.0        0.00
  4405 2017     9   1         72.1    59.5    84.8       47.5  40.9  55.5    45.1  22.0  72.0          3.7    19           0.0 1000000.0 -1000000.0        0.02
  4406 2017     9   2         71.8    53.2    87.5       45.6  40.8  50.1    42.3  21.0  75.0          2.7    15           0.0 1000000.0 -1000000.0        0.00
  4407 2017     9   3         76.6    54.2    94.0       40.7  31.4  49.1    34.3  11.0  70.0          3.6    18           0.0 1000000.0 -1000000.0        0.01
  4408 2017     9   4         72.0    60.0    86.5       42.6  33.4  49.0    36.3  20.0  61.0          5.3    28           0.0 1000000.0 -1000000.0        0.00
  4409 2017     9   5         60.8    51.9    68.2       44.1  41.3  47.6    54.9  41.0  83.0          3.0    14           0.0 1000000.0 -1000000.0        0.01
  4410 2017     9   6         63.8    47.3    78.7       44.9  41.7  49.9    53.6  30.0  84.0          2.8    14           0.0 1000000.0 -1000000.0        0.00
  4411 2017     9   7         66.4    47.9    82.0       42.2  36.2  47.6    45.6  20.0  81.0          2.0    13           0.0 1000000.0 -1000000.0        0.00
  4412 2017     9   8         67.5    49.3    81.4       45.6  36.3  51.7    48.1  26.0  80.0          2.6    20           0.0 1000000.0 -1000000.0        0.01
  4413 2017     9   9         71.5    53.2    88.6       45.8  40.2  51.7    44.5  19.0  78.0          3.4    34           0.0 1000000.0 -1000000.0        0.02
  4414 2017     9  10         72.4    55.8    87.4       47.1  41.5  54.9    43.1  22.0  69.0          3.4    26           0.0 1000000.0 -1000000.0        0.03
  4415 2017     9  11         71.2    61.1    82.6       49.4  44.5  54.7    47.2  31.0  67.0          3.9    21           0.0 1000000.0 -1000000.0        0.00
  4416 2017     9  12         73.0    54.8    88.3       46.5  39.5  55.1    41.5  22.0  72.0          3.3    18           0.0 1000000.0 -1000000.0        0.01
  4417 2017     9  13         73.3    59.9    86.7       45.0  38.8  56.6    37.7  22.0  58.0          3.8    23           0.0 1000000.0 -1000000.0        0.02
  4418 2017     9  14         72.2    59.6    86.0       43.5  34.0  52.2    38.2  16.0  67.0          3.6    34           0.0 1000000.0 -1000000.0        0.01
  4419 2017     9  15         67.6    51.2    79.6       40.1  31.4  51.6    41.1  19.0  78.0          5.3    28           0.0 1000000.0 -1000000.0        0.00
  4420 2017     9  16         54.7    48.8    63.3       47.1  44.2  50.5    76.1  60.0  88.0          3.4    14           0.0 1000000.0 -1000000.0        0.01
  4421 2017     9  17         58.3    45.1    70.7       45.3  39.6  50.5    63.4  40.0  86.0          2.6    15           0.0 1000000.0 -1000000.0        0.00
  4422 2017     9  18         65.9    48.1    80.7       38.2  27.7  47.6    41.9  16.0  83.0          4.3    24           0.0 1000000.0 -1000000.0        0.00
  4423 2017     9  19         63.3    47.5    84.3       31.7  17.9  41.7    36.5  10.0  62.0          5.1    38           0.0 1000000.0 -1000000.0        0.00
  4424 2017     9  20         57.3    42.1    76.1       36.6  32.5  42.1    48.9  24.0  74.0          2.2    13           0.0 1000000.0 -1000000.0        0.00
  4425 2017     9  21         65.2    41.4    87.2       34.7  25.4  43.7    39.2  12.0  80.0          3.2    14           0.0 1000000.0 -1000000.0        0.00
  4426 2017     9  22         59.5    45.8    72.3       39.7  29.0  45.0    48.8  30.0  69.0          3.6    27           0.0 1000000.0 -1000000.0        0.00
  4427 2017     9  23         48.5    45.2    52.1       42.7  38.9  45.9    81.0  64.0  95.0          3.1    13           0.0 1000000.0 -1000000.0        0.70
  4428 2017     9  24         46.6    45.3    49.7       44.9  43.7  46.8    93.5  87.0  96.0          2.3    13           0.0 1000000.0 -1000000.0        0.11
  4429 2017     9  25         46.2    42.3    51.1       42.6  40.0  45.8    87.5  71.0  95.0          1.5    12           0.0 1000000.0 -1000000.0        0.02
  4430 2017     9  26         51.4    44.0    61.1       43.5  40.0  48.0    75.9  46.0  95.0          1.8    11           0.0 1000000.0 -1000000.0        0.03
  4431 2017     9  27         50.6    49.3    52.1       46.5  43.5  48.4    85.7  76.0  93.0          1.4     9           0.0 1000000.0 -1000000.0        0.04
  4432 2017     9  28         51.4    48.6    56.4       47.7  46.6  49.4    87.3  74.0  96.0          2.7    16           0.0 1000000.0 -1000000.0        0.21
  4433 2017     9  29         50.9    44.6    59.8       45.6  41.9  50.5    82.6  63.0  94.0          2.2    13           0.0 1000000.0 -1000000.0        0.08
  4434 2017     9  30         53.0    39.3    66.2       44.3  37.7  52.7    74.9  44.0  97.0          3.3    27           0.0 1000000.0 -1000000.0        0.04
  4435 2017    10   1         57.4    45.3    66.9       41.4  36.2  46.8    56.1  40.0  85.0          7.2    41           0.0 1000000.0 -1000000.0        0.07
  4436 2017    10   2         40.5    37.5    45.0       38.1  35.7  41.6    91.3  84.0  94.0          2.0     9           0.0 1000000.0 -1000000.0        1.01
  4437 2017    10   3         44.5    33.1    54.1       38.6  31.8  44.4    80.9  58.0  96.0          2.0    15           0.0 1000000.0 -1000000.0        0.01
  4438 2017    10   4         51.8    37.2    66.5       43.9  35.0  51.6    76.1  54.0  94.0          2.7    12           0.0 1000000.0 -1000000.0        0.00
  4439 2017    10   5         55.4    43.4    65.0       43.0  33.7  50.0    67.0  33.0  95.0          2.3    11           0.0 1000000.0 -1000000.0        0.00
  4440 2017    10   6         55.5    48.7    67.7       34.6  21.0  49.2    49.0  18.0  72.0          9.3    53           0.0 1000000.0 -1000000.0        0.00
  4441 2017    10   7         64.1    53.0    76.8       26.3  18.8  32.0    24.9  14.0  42.0          8.5    33           0.0 1000000.0 -1000000.0        0.00
  4442 2017    10   8         52.3    34.6    67.0       33.0  18.7  40.6    51.4  16.0  93.0          6.6    35           0.0 1000000.0 -1000000.0        0.22
  4443 2017    10   9         33.9    30.0    41.4       30.8  26.7  33.9    88.6  71.0  95.0          2.8    19           0.0 1000000.0 -1000000.0        0.52
  4444 2017    10  10         41.0    26.3    57.4       30.3  23.4  38.2    68.8  33.0  91.0          2.8    12           0.0 1000000.0 -1000000.0        0.00
  4445 2017    10  11         48.3    29.8    68.8       33.0  27.1  40.0    61.8  23.0  92.0          1.5     9           0.0 1000000.0 -1000000.0        0.00
  4446 2017    10  12         55.7    37.2    75.8       33.9  27.4  40.2    49.0  17.0  79.0          2.9    21           0.0 1000000.0 -1000000.0        0.00
  4447 2017    10  13         49.3    35.6    63.2       37.5  31.1  42.8    65.3  43.0  85.0          2.6    12           0.0 1000000.0 -1000000.0        0.00
  4448 2017    10  14         45.6    30.9    60.0       22.7   7.8  38.2    46.7  17.0  88.0          8.2    54           0.0 1000000.0 -1000000.0        0.00
  4449 2017    10  15         42.6    26.7    60.8       25.1  19.5  32.8    53.5  27.0  77.0          2.0    11           0.0 1000000.0 -1000000.0        0.00
  4450 2017    10  16         54.0    34.1    73.8       23.9   7.6  37.7    39.9   8.0  78.0          3.2    23           0.0 1000000.0 -1000000.0        0.00
  4451 2017    10  17         55.7    33.7    77.5       23.0   7.3  32.9    33.1   7.0  63.0          2.6    18           0.0 1000000.0 -1000000.0        0.00
  4452 2017    10  18         62.4    41.7    76.8       21.5   6.5  33.8    23.5   9.0  63.0          4.2    22           0.0 1000000.0 -1000000.0        0.00
  4453 2017    10  19         52.7    34.9    73.1       30.4  24.0  37.5    47.5  16.0  71.0          1.3     8           0.0 1000000.0 -1000000.0        0.00
  4454 2017    10  20         59.2    41.1    76.2       33.8  23.9  39.8    43.0  20.0  75.0          4.3    43           0.0 1000000.0 -1000000.0        0.00
  4455 2017    10  21         46.5    33.8    57.6       16.7   9.1  31.5    31.2  18.0  57.0          9.5    44           0.0 1000000.0 -1000000.0        0.00
  4456 2017    10  22         54.4    35.7    68.6       24.9  15.3  33.2    33.6  18.0  64.0          5.5    33           0.0 1000000.0 -1000000.0        0.00
  4457 2017    10  23         48.4    36.4    62.1       31.4  27.1  36.5    54.3  28.0  74.0          5.4    29           0.0 1000000.0 -1000000.0        0.00
  4458 2017    10  24         46.1    32.3    62.6       25.3  20.1  31.5    47.2  23.0  77.0          3.4    19           0.0 1000000.0 -1000000.0        0.00
  4459 2017    10  25         62.9    39.0    82.3       22.3  14.6  32.9    25.7   8.0  57.0         11.0    48           0.0 1000000.0 -1000000.0        0.00
  4460 2017    10  26         45.9    30.8    67.2       24.9  12.6  33.8    54.2  12.0  90.0          5.8    40           0.0 1000000.0 -1000000.0        0.06
  4461 2017    10  27         35.0    24.0    43.3       22.8  14.3  28.0    63.6  36.0  89.0          2.0    12           0.0 1000000.0 -1000000.0        0.00
  4462 2017    10  28         46.8    38.9    57.8       30.8  27.2  35.3    54.8  38.0  71.0          3.0    10           0.0 1000000.0 -1000000.0        0.00
  4463 2017    10  29         57.2    39.9    72.2       29.6  26.0  33.7    38.0  19.0  66.0          8.9    28           0.0 1000000.0 -1000000.0        0.00
  4464 2017    10  30         31.9    29.1    39.6       27.5  25.3  32.1    84.0  64.0  92.0          1.9    15           0.0 1000000.0 -1000000.0        0.06
  4465 2017    10  31         40.0    27.6    55.8       28.7  15.8  37.3    67.8  21.0  92.0          4.4    23           0.0 1000000.0 -1000000.0        0.01
  4466 2017    11   1         61.8    51.5    70.1       24.1  18.9  29.3    23.8  18.0  33.0         11.8    58           0.0 1000000.0 -1000000.0        0.00
  4467 2017    11   2         40.8    36.1    61.8       32.6  27.9  34.7    73.6  28.0  85.0          3.7    16           0.0 1000000.0 -1000000.0        0.00
  4468 2017    11   3         42.5    34.8    56.2       34.4  31.7  38.5    74.4  49.0  89.0          2.2    13           0.0 1000000.0 -1000000.0        0.00
  4469 2017    11   4         54.6    34.4    68.4       30.1  25.6  35.3    42.0  22.0  88.0          6.8    36           0.0 1000000.0 -1000000.0        0.00
  4470 2017    11   5         41.5    36.0    49.3       35.6  32.7  38.9    79.9  63.0  91.0          3.2    13           0.0 1000000.0 -1000000.0        0.00
  4471 2017    11   6         37.0    33.6    42.0       32.5  31.0  33.9    84.0  71.0  94.0          2.8    12           0.0 1000000.0 -1000000.0        0.03
  4472 2017    11   7         28.3    25.2    34.2       26.1  22.9  32.1    91.4  88.0  94.0          2.4    15           0.0 1000000.0 -1000000.0        0.25
  4473 2017    11   8         34.4    23.7    45.9       30.3  21.0  36.5    85.4  69.0  93.0          1.6     8           0.0 1000000.0 -1000000.0        0.00
  4474 2017    11   9         33.7    29.0    40.4       28.5  24.7  32.4    81.3  68.0  91.0          2.6    11           0.0 1000000.0 -1000000.0        0.00
  4475 2017    11  10         38.2    25.8    55.7       30.3  22.7  37.3    75.2  47.0  90.0          1.2     9           0.0 1000000.0 -1000000.0        0.00
  4476 2017    11  11         43.9    29.7    60.5       28.6  24.3  32.8    57.2  26.0  88.0          3.9    27           0.0 1000000.0 -1000000.0        0.00
  4477 2017    11  12         39.6    27.8    54.1       27.2  22.4  30.9    62.9  37.0  81.0          1.7    10           0.0 1000000.0 -1000000.0        0.00
  4478 2017    11  13         48.9    34.0    70.7       30.3  23.5  37.7    52.4  21.0  79.0          3.0    15           0.0 1000000.0 -1000000.0        0.00
  4479 2017    11  14         52.5    36.2    70.1       23.9  17.6  31.6    37.3  15.0  66.0          6.0    35           0.0 1000000.0 -1000000.0        0.00
  4480 2017    11  15         40.5    31.1    50.8       23.6  21.1  25.5    52.3  34.0  71.0          3.4    14           0.0 1000000.0 -1000000.0        0.00
  4481 2017    11  16         51.7    29.1    69.9       26.3  20.3  34.4    43.0  18.0  76.0          8.1    40           0.0 1000000.0 -1000000.0        0.00
  4482 2017    11  17         52.5    37.8    61.2       32.1  17.4  37.6    47.8  31.0  87.0          7.5    49           0.0 1000000.0 -1000000.0        0.04
  4483 2017    11  18         37.5    28.1    49.5       13.6   6.6  22.6    39.9  20.0  71.0          3.8    29           0.0 1000000.0 -1000000.0        0.00
  4484 2017    11  19         41.3    24.5    56.0       13.3  -3.6  26.1    40.2  10.0  73.0          4.1    29           0.0 1000000.0 -1000000.0        0.00
  4485 2017    11  20         54.0    37.0    69.2        9.0  -6.0  18.9    17.2  10.0  34.0          5.7    35           0.0 1000000.0 -1000000.0        0.00
  4486 2017    11  21         43.6    32.4    56.2       30.7  12.9  35.7    64.8  18.0  88.0          4.8    38           0.0 1000000.0 -1000000.0        0.01
  4487 2017    11  22         49.5    33.2    68.1       34.6  29.8  39.5    61.3  30.0  91.0          4.7    33           0.0 1000000.0 -1000000.0        0.00
  4488 2017    11  23         55.4    41.4    70.1       30.3  23.6  36.8    42.1  20.0  74.0          4.1    25           0.0 1000000.0 -1000000.0        0.00
  4489 2017    11  24         58.3    43.4    70.7       28.6  18.1  35.1    35.3  17.0  67.0          8.0    45           0.0 1000000.0 -1000000.0        0.00
  4490 2017    11  25         46.0    33.9    61.0       30.9  22.2  36.8    58.5  28.0  86.0          3.1    28           0.0 1000000.0 -1000000.0        0.00
  4491 2017    11  26         54.5    35.5    73.1       27.8  21.8  35.1    40.5  18.0  73.0          4.2    22           0.0 1000000.0 -1000000.0        0.00
  4492 2017    11  27         64.4    41.3    74.2       17.9  12.5  29.8    17.8  10.0  63.0          8.5    34           0.0 1000000.0 -1000000.0        0.00
  4493 2017    11  28         39.4    30.6    47.2       28.4  24.6  33.4    65.5  47.0  88.0          3.8    15           0.0 1000000.0 -1000000.0        0.00
  4494 2017    11  29         42.9    27.0    66.4       23.5  17.7  31.2    53.0  16.0  84.0          4.3    31           0.0 1000000.0 -1000000.0        0.00
  4495 2017    11  30         37.2    26.9    52.8       21.1  17.6  25.1    54.0  31.0  72.0          1.5     9           0.0 1000000.0 -1000000.0        0.00
  4496 2017    12   1         42.2    28.6    62.3       23.8  20.7  31.3    50.9  25.0  74.0          3.4    24           0.0 1000000.0 -1000000.0        0.00
  4497 2017    12   2         43.5    33.0    59.4       26.9  22.4  31.2    53.2  32.0  72.0          2.8    13           0.0 1000000.0 -1000000.0        0.00
  4498 2017    12   3         47.5    31.4    63.4       25.1  17.6  31.1    45.6  17.0  74.0          5.8    39           0.0 1000000.0 -1000000.0        0.00
  4499 2017    12   4         35.0    22.3    49.7       11.8  -0.3  31.7    39.6  21.0  64.0         10.2    51           0.0 1000000.0 -1000000.0        0.00
  4500 2017    12   5         30.7    15.7    47.6       12.9   7.4  19.0    50.4  27.0  77.0          3.3    21           0.0 1000000.0 -1000000.0        0.00
  4501 2017    12   6         30.6    22.3    39.5        8.2  -2.1  13.8    40.9  17.0  63.0          4.1    27           0.0 1000000.0 -1000000.0        0.00
  4502 2017    12   7         28.4    13.8    38.0       10.3   2.0  18.6    49.1  26.0  76.0          1.7    11           0.0 1000000.0 -1000000.0        0.00
  4503 2017    12   8         46.5    34.5    59.6       11.2   1.5  19.8    26.3  12.0  51.0          5.6    24           0.0 1000000.0 -1000000.0        0.00
  4504 2017    12   9         49.7    35.7    61.9        1.3  -3.5   9.4    13.9   7.0  27.0          7.5    26           0.0 1000000.0 -1000000.0        0.00
  4505 2017    12  10         45.8    29.4    60.0        2.0  -6.4   8.3    17.2   8.0  33.0          3.7    20           0.0 1000000.0 -1000000.0        0.00
  4506 2017    12  11         42.2    28.9    59.1        7.1  -2.8  12.2    25.3  10.0  48.0          2.6    14           0.0 1000000.0 -1000000.0        0.00
  4507 2017    12  12         46.6    25.7    65.4       14.3   5.3  22.9    32.1  12.0  60.0          4.4    29           0.0 1000000.0 -1000000.0        0.00
  4508 2017    12  13         48.9    34.5    57.9        9.9  -3.5  28.7    22.3   8.0  79.0          5.5    29           0.0 1000000.0 -1000000.0        0.00
  4509 2017    12  14         32.2    22.0    40.8       24.0  15.7  29.5    72.8  46.0  91.0          3.1    15           0.0 1000000.0 -1000000.0        0.11
  4510 2017    12  15         41.5    19.9    61.5       13.7   4.3  25.4    41.0  11.0  81.0          3.3    26           0.0 1000000.0 -1000000.0        0.00
  4511 2017    12  16         43.2    30.8    56.1       16.4  -0.2  25.8    37.3  10.0  81.0          4.1    23           0.0 1000000.0 -1000000.0        0.00
  4512 2017    12  17         32.2    24.3    40.1       25.7  19.9  28.0    77.2  58.0  89.0          2.2    14           0.0 1000000.0 -1000000.0        0.00
