DateTime,Speed_U,Speed_V,Speed_W,Dir
15-12-2018 06:10:00,-1.295163,2.333567,0.056342,158.853469
15-12-2018 06:20:00,-0.742674,2.759381,0.057264,168.421946
15-12-2018 06:30:00,-0.420595,2.174585,0.109198,182.036721
15-12-2018 06:40:00,1.756794,2.931893,0.058902,233.673611
15-12-2018 06:50:00,-0.104537,3.057654,-0.053974,192.914213
15-12-2018 07:00:00,0.251674,2.988549,-0.11779,194.269668
15-12-2018 07:10:00,-0.504224,2.950929,0.209367,186.335664
15-12-2018 07:20:00,-0.101182,1.996909,-0.043959,197.036163
15-12-2018 07:30:00,0.179421,1.634488,-0.005155,208.318272
15-12-2018 07:40:00,0.121635,2.609844,-0.173844,192.896698
15-12-2018 07:50:00,0.747073,2.080438,-0.055358,219.460166
15-12-2018 08:00:00,1.497629,1.851578,-0.209165,245.421493
15-12-2018 08:10:00,3.329343,-0.207071,0.110587,289.653874
15-12-2018 08:20:00,3.54993,-1.215168,-0.079072,286.975671
15-12-2018 08:30:00,3.64,-1.149408,-0.329165,289.07406
15-12-2018 08:40:00,3.385756,-0.529905,-0.185154,287.618159
15-12-2018 08:50:00,5.285487,-0.977527,-0.373276,289.46886
15-12-2018 09:00:00,5.551991,-0.190064,-0.35814,282.646434
15-12-2018 09:10:00,6.30422,-1.769069,-0.414746,294.779948
15-12-2018 09:20:00,7.195874,-2.638383,-0.594635,297.163678
15-12-2018 09:30:00,9.476538,-3.68392,-0.062326,298.191376
15-12-2018 09:40:00,9.582303,-4.644955,-0.56085,303.326437
15-12-2018 09:50:00,9.100804,-4.111937,-0.716509,300.441296
15-12-2018 10:00:00,9.263948,-1.930941,-0.683064,287.928052
15-12-2018 10:10:00,6.592875,-0.509752,-0.21617,279.530409
15-12-2018 10:20:00,5.276938,0.049603,0.59656,277.012781
15-12-2018 10:30:00,0.485484,0.250477,0.015624,275.016318
15-12-2018 10:40:00,1.560821,0.296871,-0.095282,271.995113
15-12-2018 10:50:00,0.640276,-1.419658,0.054688,334.91243
15-12-2018 11:00:00,-0.348542,-1.85059,-0.081398,8.585315
15-12-2018 11:10:00,0.119704,-0.824007,-0.107088,293.077754
15-12-2018 11:20:00,-0.552379,-1.72515,-0.009537,13.89429
15-12-2018 11:30:00,-0.874472,-0.488358,0.285169,56.038511
15-12-2018 11:40:00,-1.02428,-1.757649,0.023982,34.604998
15-12-2018 11:50:00,-1.310366,-3.051368,0.549603,36.286063
15-12-2018 12:00:00,1.214538,-1.472757,0.189048,310.295184
15-12-2018 12:10:00,4.71604,2.940922,-0.333593,247.491607
15-12-2018 12:20:00,12.792295,0.364645,-0.388426,275.659445
15-12-2018 12:30:00,11.05758,0.581214,-0.110156,273.513472
15-12-2018 12:40:00,10.669117,0.489326,-0.088877,274.46379
15-12-2018 12:50:00,11.269461,-0.354362,-0.470625,279.053582
15-12-2018 13:00:00,12.16423,0.575087,-0.71377,274.122667
15-12-2018 13:10:00,11.834172,1.412831,-0.665209,270.838062
15-12-2018 13:20:00,13.131741,-0.567554,-0.801206,279.098918
15-12-2018 13:30:00,11.204665,-0.743476,-0.430097,280.310631
15-12-2018 13:40:00,11.432449,-2.121036,-0.71952,286.957483
15-12-2018 13:50:00,12.718653,-1.995901,-0.977737,283.61866
15-12-2018 14:00:00,12.214067,-1.741351,-1.010337,282.559991
15-12-2018 14:10:00,10.91268,-1.302808,-0.960302,280.801583
15-12-2018 14:20:00,10.093479,-1.99103,-0.96821,284.56528
15-12-2018 14:30:00,9.928993,-3.638914,-0.897623,296.530583
15-12-2018 14:40:00,9.561176,-4.027444,-0.799631,299.441621
15-12-2018 14:50:00,7.873446,-2.225256,-0.753305,291.42643
15-12-2018 15:00:00,8.624159,-0.526971,-0.908855,278.660556
15-12-2018 15:10:00,7.043733,1.460313,-0.874965,263.895926
15-12-2018 15:20:00,9.192263,2.688057,-0.954193,260.479444
15-12-2018 15:30:00,5.474694,1.053339,-0.192655,264.460721
15-12-2018 15:40:00,6.251097,-0.680347,-0.288507,283.194168
15-12-2018 15:50:00,5.013601,0.344358,-0.308768,272.965646
15-12-2018 16:00:00,8.207796,0.262823,-1.1314,274.771199
